Switzerland;SUIPA Competition;O45;Manuel;Faure;18.11.2020;1293;;-35;;
Switzerland;SUIPA Competition;O45;Stéphanie;Faure;07.10.2019;50;50;;;
Switzerland;SUIPA Competition;O45;Stéphanie;Faure;14.06.2020;56;6;;;
Switzerland;SUIPA Competition;O45;Stéphanie;Faure;05.07.2020;59;3;;;
Switzerland;SUIPA Competition;O45;Stéphanie;Faure;07.10.2020;9;;-50;;
Switzerland;SUIPA Competition;O45;Elías;Fernández-Combarro;06.09.2020;15;15;;;
Switzerland;SUIPA Competition;O45;Michael;Fix;30.08.2020;100;100;;;
Switzerland;SUIPA Competition;O45;Michael;Fix;24.10.2020;103;3;;;
Switzerland;SUIPA Competition;O45;Xavier;Genot;23.09.2019;35;35;;;
Switzerland;SUIPA Competition;O45;Xavier;Genot;18.11.2019;134;99;;;
Switzerland;SUIPA Competition;O45;Xavier;Genot;23.09.2020;99;;-35;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;08.04.2019;10;10;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;17.06.2019;109;99;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;26.08.2019;59;;-50;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;26.08.2019;109;50;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;18.11.2019;159;50;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;08.04.2020;149;;-10;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;14.06.2020;174;25;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;17.06.2020;75;;-99;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;28.06.2020;90;15;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;06.09.2020;130;40;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;19.09.2020;230;100;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;27.09.2020;380;150;;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;18.11.2020;330;;-50;;
Switzerland;SUIPA Competition;O45;Laurent;Gentiileschi;31.10.2020;370;40;;;
Switzerland;SUIPA Competition;O45;Genaro;Gianni;13.06.2020;3;3;;;
Switzerland;SUIPA Competition;O45;Genaro;Gianni;15.08.2020;6;3;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;25.06.2018;150;150;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;20.08.2018;185;35;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;10.09.2018;235;50;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;17.09.2018;270;35;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;10.12.2018;520;250;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;18.03.2019;525;5;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;18.03.2019;575;50;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;22.04.2019;590;15;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;17.06.2019;690;100;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;24.06.2019;540;;-150;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;24.06.2019;554;14;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;29.07.2019;579;25;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;19.08.2019;544;;-35;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;02.09.2019;644;100;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;09.09.2019;594;;-50;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;16.09.2019;559;;-35;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;16.09.2019;574;15;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;16.09.2019;724;150;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;23.09.2019;749;25;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;07.10.2019;848;99;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;09.12.2019;598;;-250;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;03.02.2020;608;10;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;03.02.2020;623;15;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;15.02.2020;773;150;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;18.03.2020;768;;-5;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;18.03.2020;718;;-50;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;22.04.2020;703;;-15;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;13.06.2020;803;100;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;17.06.2020;703;;-100;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;24.06.2020;689;;-14;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;28.06.2020;714;25;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;05.07.2020;739;25;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;05.07.2020;745;6;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;26.07.2020;760;15;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;29.07.2020;735;;-25;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;16.08.2020;741;6;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;30.08.2020;766;25;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;02.09.2020;666;;-100;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;13.09.2020;672;6;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;16.09.2020;657;;-15;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;16.09.2020;507;;-150;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;20.09.2020;522;15;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;23.09.2020;497;;-25;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;27.09.2020;597;100;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;07.10.2020;498;;-99;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;10.10.2020;502;4;;;
Switzerland;SUIPA Competition;O45;Darío;Gómez;15.11.2020;508;6;;;
Switzerland;SUIPA Competition;O45;Lea;Gómez;03.02.2020;6;6;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;26.03.2018;25;25;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;06.05.2018;50;25;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;17.09.2018;150;100;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;11.03.2019;249;99;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;25.03.2019;224;;-25;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;08.04.2019;284;60;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;05.05.2019;259;;-25;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;17.06.2019;309;50;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;02.09.2019;359;50;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;16.09.2019;259;;-100;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;23.09.2019;309;50;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;07.10.2019;459;150;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;07.10.2019;494;35;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;02.11.2019;519;25;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;18.11.2019;619;100;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;18.11.2019;769;150;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;15.02.2020;869;100;;;
Switzerland;SUIPA Competition;O45;Tony;Gómez;11.03.2020;770;;-99;;
