Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolA;Gold;3;Samuelsen;Lennart;Böhnke;Christian;van der Vaart;Leander;De Wit;Erik-Jelle;2;6;1;6;3;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolA;Gold;3;Samuelsen;Lennart;Böhnke;Christian;Christesen;Malte;Müller;Hans Ole;2;6;2;6;1;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolA;Gold;3;van der Vaart;Leander;De Wit;Erik-Jelle;Christesen;Malte;Müller;Hans Ole;2;6;4;6;2;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolB;Gold;3;Schwörer;Oliver;Eckert;Marvin;Rose;Mike;Werner;Jaroslaw;2;4;6;7;6;10;5
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolB;Gold;3;Schwörer;Oliver;Eckert;Marvin;Lingen;Daniel;Gutiérrez Soria;Ignacio;2;5;7;3;6;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolB;Gold;3;Rose;Mike;Werner;Jaroslaw;Lingen;Daniel;Gutiérrez Soria;Ignacio;2;2;6;1;6;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolC;Gold;3;Bruijsten;Peter;Boers;Berend;Panske;Claudius;Messerschmidt;Jonas;2;6;2;5;7;7;10
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolC;Gold;3;Bruijsten;Peter;Boers;Berend;Greif;Torsten;Schmidt;Fabian;2;6;2;7;5;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolC;Gold;3;Panske;Claudius;Messerschmidt;Jonas;Greif;Torsten;Schmidt;Fabian;2;1;6;1;6;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolD;Gold;4;Steinebach;David;Bosselmann;Lars;Bott;Frederick;Thavisin;Ben;2;2;6;3;6;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolD;Gold;4;Mann;Yannik;Petzschner;Philipp;Grambow;Ralph;Majkrowitz;Thorben;2;6;3;6;4;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolD;Gold;4;Steinebach;David;Bosselmann;Lars;Mann;Yannik;Petzschner;Philipp;2;3;6;4;6;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolD;Gold;4;Bott;Frederick;Thavisin;Ben;Grambow;Ralph;Majkrowitz;Thorben;2;3;6;6;4;8;10
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolD;Gold;4;Steinebach;David;Bosselmann;Lars;Grambow;Ralph;Majkrowitz;Thorben;2;3;6;4;6;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;PoolD;Gold;4;Bott;Frederick;Thavisin;Ben;Mann;Yannik;Petzschner;Philipp;2;4;6;6;4;7;10
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;KO4;Gold;2;Samuelsen;Lennart;Böhnke;Christian;Greif;Torsten;Schmidt;Fabian;2;7;6;7;5;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;KO4;Gold;2;Schwörer;Oliver;Eckert;Marvin;Mann;Yannik;Petzschner;Philipp;2;1;6;2;6;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;KO4;Gold;2;Bruijsten;Peter;Boers;Berend;Grambow;Ralph;Majkrowitz;Thorben;2;6;2;6;2;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;KO4;Gold;2;van der Vaart;Leander;De Wit;Erik-Jelle;Lingen;Daniel;Gutiérrez Soria;Ignacio;2;2;6;2;6;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;KO2;Gold;2;Samuelsen;Lennart;Böhnke;Christian;Mann;Yannik;Petzschner;Philipp;2;3;6;6;4;4;6
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;KO2;Gold;2;Bruijsten;Peter;Boers;Berend;Lingen;Daniel;Gutiérrez Soria;Ignacio;2;7;5;6;2;;
Kick-Off German Padel Series 2018;GPS-500;MO;28.01.2018;;;KO1;Gold;2;Mann;Yannik;Petzschner;Philipp;Bruijsten;Peter;Boers;Berend;2;4;6;6;4;2;6
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolA;Gold;3;Pietzko;Julia;Scholten;Corina;Plath;Andreas;Döttelbeck;Stephan;2;6;0;6;3;;
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolA;Gold;3;Pietzko;Julia;Scholten;Corina;Havermann;Philipp;Visscher;Ruben;2;6;1;6;0;;
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolA;Gold;3;Plath;Andreas;Döttelbeck;Stephan;Havermann;Philipp;Visscher;Ruben;2;6;1;6;3;;
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolB;Gold;3;Carbonell;Alejandro;Jiménez Monroy;Francisco;Eckert;Günter;Herhoffer;Marco;2;7;5;3;6;9;11
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolB;Gold;3;Carbonell;Alejandro;Jiménez Monroy;Francisco;Schmidt;Inga;Kolarczyk;Magdalena;2;6;1;6;0;;
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolB;Gold;3;Eckert;Günter;Herhoffer;Marco;Schmidt;Inga;Kolarczyk;Magdalena;2;6;1;6;3;;
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolC;Gold;3;Lux;Andrew;Bonna;Dennis;Jensen;Daniel;Meyer;Nico;2;6;3;7;6;;
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolC;Gold;3;Lux;Andrew;Bonna;Dennis;Diehl;Gerhard;Hirsch;Thorsten;2;2;6;6;1;10;4
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;PoolC;Gold;3;Jensen;Daniel;Meyer;Nico;Diehl;Gerhard;Hirsch;Thorsten;2;6;4;7;5;;
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;KO2;Gold;2;Eckert;Günter;Herhoffer;Marco;Lux;Andrew;Bonna;Dennis;2;3;6;6;4;3;10
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;KO2;Gold;2;Pietzko;Julia;Scholten;Corina;Carbonell;Alejandro;Jiménez Monroy;Francisco;2;6;3;6;1;;
Kick-Off German Padel Series 2018;GPS-250;XO;28.01.2018;;;KO1;Gold;2;Lux;Andrew;Bonna;Dennis;Pietzko;Julia;Scholten;Corina;2;4;6;3;6;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolA;Gold;4;Schwarz;Alexander;Diehl;Gerhard;Luppa;Jannik;Möller;Stefan;2;6;2;6;2;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolA;Gold;4;Schwarz;Alexander;Diehl;Gerhard;Förster;Rainer;Meier-Klages;Michael;2;6;1;6;3;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolA;Gold;4;Luppa;Jannik;Möller;Stefan;Förster;Rainer;Meier-Klages;Michael;2;2;6;6;4;10;6
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolA;Gold;4;Schwarz;Alexander;Diehl;Gerhard;Jürgens;Yessa;Böttger;Colin;2;3;6;6;7;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolA;Gold;4;Luppa;Jannik;Möller;Stefan;Jürgens;Yessa;Böttger;Colin;2;0;6;1;6;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolA;Gold;4;Förster;Rainer;Meier-Klages;Michael;Jürgens;Yessa;Böttger;Colin;2;0;6;2;6;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolB;Gold;4;Napieray;Jan;Daum;Malte;Trinks;Harald;Heggemeier;Horst;2;6;1;6;2;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolB;Gold;4;Napieray;Jan;Daum;Malte;Kraßmann;Jan;Brokoriow;Danny;2;6;0;6;1;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolB;Gold;4;Trinks;Harald;Heggemeier;Horst;Sánchez Navarro;María;El Yahioui;Mimoun;2;0;6;1;6;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolB;Gold;4;Napieray;Jan;Daum;Malte;Sánchez Navarro;María;El Yahioui;Mimoun;2;6;3;6;2;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolB;Gold;4;Trinks;Harald;Heggemeier;Horst;Kraßmann;Jan;Brokoriow;Danny;2;1;6;0;6;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;PoolB;Gold;4;Sánchez Navarro;María;El Yahioui;Mimoun;Kraßmann;Jan;Brokoriow;Danny;2;6;2;7;5;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;KO2;Gold;2;Jürgens;Yessa;Böttger;Colin;Sánchez Navarro;María;El Yahioui;Mimoun;2;6;0;6;3;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;KO2;Gold;2;Schwarz;Alexander;Diehl;Gerhard;Napieray;Jan;Daum;Malte;2;4;6;4;6;;
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;POS3;Gold;2;Sánchez Navarro;María;El Yahioui;Mimoun;Schwarz;Alexander;Diehl;Gerhard;2;3;6;6;3;4;10
Weyher Winter Turnier 2018;GPS-100;MO;17.02.2018;;;KO1;Gold;2;Jürgens;Yessa;Böttger;Colin;Napieray;Jan;Daum;Malte;2;6;3;3;6;14;16
Karlsruher Winter Turnier 2018;GPS-500;MO;25.02.2018;;;PoolA;Gold;4;Schwörer;Oliver;Colilles;Ignacio;Rupp;Matthias;Eckert;Günter;2;9;0;;;;
Karlsruher Winter Turnier 2018;GPS-500;MO;25.02.2018;;;PoolA;Gold;4;Schönberger;Philipp;Einstmann;Nils;Sánchez;Diego;Braun;Uwe;2;4;9;;;;
Karlsruher Winter Turnier 2018;GPS-500;MO;25.02.2018;;;PoolA;Gold;4;Schwörer;Oliver;Colilles;Ignacio;Schönberger;Philipp;Einstmann;Nils;2;9;1;;;;
Karlsruher Winter Turnier 2018;GPS-500;MO;25.02.2018;;;PoolA;Gold;4;Rupp;Matthias;Eckert;Günter;Sánchez;Diego;Braun;Uwe;2;3;9;;;;
Karlsruher Winter Turnier 2018;GPS-500;MO;25.02.2018;;;PoolA;Gold;4;Schwörer;Oliver;Colilles;Ignacio;Sánchez;Diego;Braun;Uwe;2;9;1;;;;
Karlsruher Winter Turnier 2018;GPS-500;MO;25.02.2018;;;PoolA;Gold;4;Rupp;Matthias;Eckert;Günter;Schönberger;Philipp;Einstmann;Nils;2;9;7;;;;
