Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;29.04.2019;360;50;
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;06.05.2019;260;;-100
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;17.06.2019;310;50;
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;23.09.2019;410;100;
Switzerland;SUIPA Competition;O45;Sébastien;Vignal;VignalSébastien;18.11.2019;660;250;
Switzerland;SUIPA Competition;O45;Daniel;Viola;ViolaDaniel;26.08.2019;15;15;
Switzerland;SUIPA Competition;O45;Daniel;Viola;ViolaDaniel;09.09.2019;30;15;
Switzerland;SUIPA Competition;O45;Daniel;Viola;ViolaDaniel;23.09.2019;44;14;
Switzerland;SUIPA Competition;O45;Marie Laure;Viola;ViolaMarie Laure;18.11.2019;35;35;
Switzerland;SUIPA Competition;O45;Roberto;Zimmermann;ZimmermannRoberto;10.09.2018;50;50;
Switzerland;SUIPA Competition;O45;Roberto;Zimmermann;ZimmermannRoberto;24.06.2019;75;25;
Switzerland;SUIPA Competition;O45;Roberto;Zimmermann;ZimmermannRoberto;09.09.2019;25;;-50
Switzerland;SUIPA Competition;O45;Roberto;Zimmermann;ZimmermannRoberto;07.10.2019;124;99;
Switzerland;SUIPA Competition;O45;Roberto;Zimmermann;ZimmermannRoberto;.;164;40;
Switzerland;SUIPA Competition;WO;Camille;Aimon;AimonCamille;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Roxane;Alt;AltRoxane;17.09.2018;100;100;
Switzerland;SUIPA Competition;WO;Roxane;Alt;AltRoxane;16.09.2019;0;;-100
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;17.09.2018;250;250;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;10.12.2018;350;100;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;18.03.2019;500;150;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;15.04.2019;650;150;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;22.04.2019;675;25;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;24.06.2019;760;85;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;15.07.2019;860;100;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;02.09.2019;1010;150;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;16.09.2019;760;;-250
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;07.10.2019;1110;350;
Switzerland;SUIPA Competition;WO;Stefania;Boffa;BoffaStefania;09.12.2019;1010;;-100
Switzerland;SUIPA Competition;WO;Claudia;Bogana;BoganaClaudia;23.04.2018;100;100;
Switzerland;SUIPA Competition;WO;Claudia;Bogana;BoganaClaudia;22.04.2019;0;;-100
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;26.03.2018;35;35;
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;23.04.2018;70;35;
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;28.05.2018;105;35;
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;25.06.2018;205;100;
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;10.12.2018;355;150;
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;25.03.2019;320;;-35
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;22.04.2019;335;15;
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;22.04.2019;300;;-35
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;27.05.2019;265;;-35
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;24.06.2019;165;;-100
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;16.09.2019;170;5;
Switzerland;SUIPA Competition;WO;Claudia;Bräm;BrämClaudia;09.12.2019;20;;-150
Switzerland;SUIPA Competition;WO;Ariane;Burki;BurkiAriane;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Cindy;Cailler;CaillerCindy;29.04.2019;15;15;
Switzerland;SUIPA Competition;WO;Cindy;Cailler;CaillerCindy;26.08.2019;114;99;
Switzerland;SUIPA Competition;WO;Marion;Claret;ClaretMarion;29.07.2019;15;15;
Switzerland;SUIPA Competition;WO;Marion;Claret;ClaretMarion;26.08.2019;165;150;
Switzerland;SUIPA Competition;WO;Marion;Claret;ClaretMarion;07.10.2019;264;99;
Switzerland;SUIPA Competition;WO;Cécile;Clergue;ClergueCécile;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;26.03.2018;150;150;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;23.04.2018;185;35;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;30.04.2018;435;250;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;30.04.2018;535;100;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;17.09.2018;685;150;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;10.12.2018;735;50;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;25.03.2019;585;;-150
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;08.04.2019;590;5;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;22.04.2019;555;;-35
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;29.04.2019;605;50;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;29.04.2019;355;;-250
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;29.04.2019;255;;-100
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;16.09.2019;105;;-150
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;07.10.2019;255;150;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;07.10.2019;305;50;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;28.10.2019;330;25;
Switzerland;SUIPA Competition;WO;Nathalie;Epiney;EpineyNathalie;09.12.2019;280;;-50
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;26.03.2018;99;99;
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;07.05.2018;199;100;
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;17.09.2018;449;250;
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;10.12.2018;549;100;
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;25.03.2019;450;;-99
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;06.05.2019;350;;-100
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;16.09.2019;100;;-250
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;07.10.2019;450;350;
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;07.10.2019;500;50;
Switzerland;SUIPA Competition;WO;Anouk;Faure;FaureAnouk;09.12.2019;400;;-100
Switzerland;SUIPA Competition;WO;Shannon;Faure;FaureShannon;07.10.2019;50;50;
Switzerland;SUIPA Competition;WO;Stéphanie;Faure;FaureStéphanie;07.10.2019;50;50;
Switzerland;SUIPA Competition;WO;Célia;Favre;FavreCélia;17.09.2018;100;100;
Switzerland;SUIPA Competition;WO;Célia;Favre;FavreCélia;15.10.2018;110;10;
Switzerland;SUIPA Competition;WO;Célia;Favre;FavreCélia;16.09.2019;10;;-100
Switzerland;SUIPA Competition;WO;Célia;Favre;FavreCélia;07.10.2019;160;150;
Switzerland;SUIPA Competition;WO;Célia;Favre;FavreCélia;14.10.2019;150;;-10
Switzerland;SUIPA Competition;WO;Célia;Favre;FavreCélia;28.10.2019;185;35;
Switzerland;SUIPA Competition;WO;María;Ferrer Espinosa;Ferrer EspinosaMaría;23.04.2018;35;35;
Switzerland;SUIPA Competition;WO;María;Ferrer Espinosa;Ferrer EspinosaMaría;22.04.2019;100;;-35
Switzerland;SUIPA Competition;WO;Angela;Fitz;FitzAngela;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Lea;Gómez;GómezLea;03.02.2020;6;6;
Switzerland;SUIPA Competition;WO;Audrey;Guibat;GuibatAudrey;26.08.2019;50;50;
Switzerland;SUIPA Competition;WO;Nathalie;Hasler;HaslerNathalie;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Karen;Heimlicher;HeimlicherKaren;28.05.2018;35;35;
Switzerland;SUIPA Competition;WO;Karen;Heimlicher;HeimlicherKaren;22.04.2019;70;35;
Switzerland;SUIPA Competition;WO;Karen;Heimlicher;HeimlicherKaren;27.05.2019;35;;-35
Switzerland;SUIPA Competition;WO;Sandra;Idda;IddaSandra;03.02.2020;6;6;
Switzerland;SUIPA Competition;WO;Paula;Jaime;JaimePaula;15.04.2019;105;105;
Switzerland;SUIPA Competition;WO;Paula;Jaime;JaimePaula;16.09.2019;140;35;
Switzerland;SUIPA Competition;WO;Paula;Jaime;JaimePaula;16.09.2019;175;35;
Switzerland;SUIPA Competition;WO;Paula;Jaime;JaimePaula;07.10.2019;425;250;
Switzerland;SUIPA Competition;WO;Paula;Jaime;JaimePaula;07.10.2019;525;100;
Switzerland;SUIPA Competition;WO;Florence;Le Pen;Le PenFlorence;26.08.2019;250;250;
Switzerland;SUIPA Competition;WO;Florence;Le Pen;Le PenFlorence;07.10.2019;400;150;
Switzerland;SUIPA Competition;WO;Anette;Lindskog;LindskogAnette;03.02.2020;10;10;
Switzerland;SUIPA Competition;WO;Justine;Melero;MeleroJustine;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;20.08.2018;250;250;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;17.09.2018;350;100;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;10.12.2018;449;99;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;15.04.2019;509;60;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;22.04.2019;534;25;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;24.06.2019;609;75;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;01.07.2019;644;35;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;05.08.2019;694;50;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;19.08.2019;444;;-250
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;16.09.2019;544;100;
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;16.09.2019;444;;-100
Switzerland;SUIPA Competition;WO;Larissa;Meyer;MeyerLarissa;09.12.2019;345;;-99
Switzerland;SUIPA Competition;WO;María;Morales Calvo;Morales CalvoMaría;23.09.2019;5;5;
Switzerland;SUIPA Competition;WO;Maya;Müller;MüllerMaya;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Valentina;Purcarea;PurcareaValentina;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Lucie;Rey;ReyLucie;26.08.2019;250;250;
Switzerland;SUIPA Competition;WO;Andrea;Robledo González;Robledo GonzálezAndrea;23.04.2018;100;100;
Switzerland;SUIPA Competition;WO;Andrea;Robledo González;Robledo GonzálezAndrea;23.04.2018;0;;-100
Switzerland;SUIPA Competition;WO;Belén;Sánchez Lechado;Sánchez LechadoBelén;23.04.2018;35;35;
Switzerland;SUIPA Competition;WO;Belén;Sánchez Lechado;Sánchez LechadoBelén;17.09.2018;185;150;
Switzerland;SUIPA Competition;WO;Belén;Sánchez Lechado;Sánchez LechadoBelén;22.04.2019;150;;-35
Switzerland;SUIPA Competition;WO;Belén;Sánchez Lechado;Sánchez LechadoBelén;16.09.2019;0;;-150
Switzerland;SUIPA Competition;WO;Michelle;Syfrig;SyfrigMichelle;31.12.2018;0;0;
Switzerland;SUIPA Competition;WO;Nuria;Valencia García;Valencia GarcíaNuria;07.10.2019;99;99;
Switzerland;SUIPA Competition;WO;Lourdes;Valenzuela Negro;Valenzuela NegroLourdes;18.03.2018;15;15;
Switzerland;SUIPA Competition;WO;Lourdes;Valenzuela Negro;Valenzuela NegroLourdes;07.10.2019;50;35;
Switzerland;SUIPA Competition;WO;Marie Laure;Viola;ViolaMarie Laure;26.08.2019;50;50;
Switzerland;SUIPA Competition;WO;Aline;Widmer;WidmerAline;23.04.2018;100;100;
Switzerland;SUIPA Competition;WO;Aline;Widmer;WidmerAline;22.04.2019;0;;-100
Switzerland;SUIPA Competition;WO;Aline;Widmer;WidmerAline;24.06.2019;15;15;
Switzerland;SUIPA Competition;WO;Nathalie;Wild;WildNathalie;07.10.2019;150;150;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;20.08.2018;250;250;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;17.09.2018;350;100;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;10.12.2018;449;99;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;15.04.2019;554;105;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;24.06.2019;639;85;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;01.07.2019;674;35;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;15.07.2019;709;35;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;19.08.2019;459;;-250
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;26.08.2019;494;35;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;02.09.2019;594;100;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;16.09.2019;494;;-100
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;16.09.2019;529;35;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;07.10.2019;779;250;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;07.10.2019;879;100;
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;09.12.2019;780;;-99
Switzerland;SUIPA Competition;WO;Rebecca;Winzeler;WinzelerRebecca;03.02.2020;840;60;
Switzerland;SUIPA Competition;MO;Amine Ben;Abeljalill;AbeljalillAmine Ben;26.08.2019;35;35;
Switzerland;SUIPA Competition;MO;Amine Ben;Abeljalill;AbeljalillAmine Ben;09.09.2019;70;35;
Switzerland;SUIPA Competition;MO;Amine Ben;Abeljalill;AbeljalillAmine Ben;18.11.2019;170;100;
Switzerland;SUIPA Competition;MO;Nicolas;Aimon;AimonNicolas;26.08.2019;35;35;
Switzerland;SUIPA Competition;MO;Nicolas;Aimon;AimonNicolas;09.09.2019;70;35;
Switzerland;SUIPA Competition;MO;Jonatan;Alonso;AlonsoJonatan;03.02.2020;39;39;
Switzerland;SUIPA Competition;MO;Brian;Anker;AnkerBrian;09.09.2019;25;25;
Switzerland;SUIPA Competition;MO;Brian;Anker;AnkerBrian;23.09.2019;30;5;
Switzerland;SUIPA Competition;MO;Claude;Anker;AnkerClaude;09.09.2019;25;25;
Switzerland;SUIPA Competition;MO;Claude;Anker;AnkerClaude;23.09.2019;30;5;
Switzerland;SUIPA Competition;MO;Jonathan;Anker;AnkerJonathan;31.12.2018;0;0;
Switzerland;SUIPA Competition;MO;Sergio;Antonini;AntoniniSergio;31.12.2018;0;0;
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;26.03.2018;100;100;
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;23.04.2018;200;100;
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;28.05.2018;299;99;
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;25.06.2018;334;35;
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;20.08.2018;369;35;
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;25.03.2019;269;;-100
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;22.04.2019;169;;-100
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;27.05.2019;70;;-99
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;24.06.2019;35;;-35
Switzerland;SUIPA Competition;MO;Daniel;Arévalo;ArévaloDaniel;19.08.2019;0;;-35
Switzerland;SUIPA Competition;MO;Simon;Bachmann;BachmannSimon;31.12.2018;0;0;
Switzerland;SUIPA Competition;MO;Patrick;Bänziger;BänzigerPatrick;31.12.2018;0;0;
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;23.04.2018;25;25;
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;30.04.2018;75;50;
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;28.05.2018;174;99;
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;10.09.2018;324;150;
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;15.10.2018;334;10;
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;22.04.2019;368;34;
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;22.04.2019;343;;-25
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;29.04.2019;293;;-50
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;27.05.2019;194;;-99
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;09.09.2019;44;;-150
Switzerland;SUIPA Competition;MO;Sascha;Bärenbold;BärenboldSascha;14.10.2019;34;;-10
Switzerland;SUIPA Competition;MO;Arnau;Barrera Cot;Barrera CotArnau;15.10.2018;55;55;
Switzerland;SUIPA Competition;MO;Arnau;Barrera Cot;Barrera CotArnau;18.03.2019;80;25;
Switzerland;SUIPA Competition;MO;Arnau;Barrera Cot;Barrera CotArnau;01.07.2019;180;100;
Switzerland;SUIPA Competition;MO;Arnau;Barrera Cot;Barrera CotArnau;16.09.2019;230;50;
Switzerland;SUIPA Competition;MO;Arnau;Barrera Cot;Barrera CotArnau;07.10.2019;265;35;
Switzerland;SUIPA Competition;MO;Arnau;Barrera Cot;Barrera CotArnau;14.10.2019;210;;-55
Switzerland;SUIPA Competition;MO;Joao;Barroso;BarrosoJoao;03.02.2020;10;10;
Switzerland;SUIPA Competition;MO;Patrick;Baumann;BaumannPatrick;31.12.2018;0;0;
Switzerland;SUIPA Competition;MO;Jérôme;Bays;BaysJérôme;17.09.2018;150;150;
Switzerland;SUIPA Competition;MO;Jérôme;Bays;BaysJérôme;16.09.2019;0;;-150
Switzerland;SUIPA Competition;MO;Luc;Béday;BédayLuc;31.12.2018;0;0;
Switzerland;SUIPA Competition;MO;Jeremy;Behrstock;BehrstockJeremy;26.03.2018;50;50;
Switzerland;SUIPA Competition;MO;Jeremy;Behrstock;BehrstockJeremy;07.05.2018;150;100;
Switzerland;SUIPA Competition;MO;Jeremy;Behrstock;BehrstockJeremy;17.09.2018;300;150;
Switzerland;SUIPA Competition;MO;Jeremy;Behrstock;BehrstockJeremy;25.03.2019;250;;-50
Switzerland;SUIPA Competition;MO;Jeremy;Behrstock;BehrstockJeremy;06.05.2019;150;;-100
Switzerland;SUIPA Competition;MO;Jeremy;Behrstock;BehrstockJeremy;16.09.2019;0;;-150
Switzerland;SUIPA Competition;MO;Jeremy;Behrstock;BehrstockJeremy;07.10.2019;35;35;
Switzerland;SUIPA Competition;MO;Álvaro;Bello;BelloÁlvaro;29.09.2018;35;35;
Switzerland;SUIPA Competition;MO;Álvaro;Bello;BelloÁlvaro;29.04.2019;85;50;
Switzerland;SUIPA Competition;MO;Álvaro;Bello;BelloÁlvaro;29.09.2019;50;;-35
Switzerland;SUIPA Competition;MO;Álvaro;Bello;BelloÁlvaro;07.10.2019;150;100;
Switzerland;SUIPA Competition;MO;Álvaro;Bello;BelloÁlvaro;28.10.2019;249;99;
Switzerland;SUIPA Competition;MO;Álvaro;Bello;BelloÁlvaro;09.12.2019;349;100;
Switzerland;SUIPA Competition;MO;Mischa;Bertschi;BertschiMischa;20.08.2018;35;35;
Switzerland;SUIPA Competition;MO;Mischa;Bertschi;BertschiMischa;10.09.2018;134;99;
Switzerland;SUIPA Competition;MO;Mischa;Bertschi;BertschiMischa;10.09.2018;234;100;
Switzerland;SUIPA Competition;MO;Mischa;Bertschi;BertschiMischa;19.08.2019;199;;-35
Switzerland;SUIPA Competition;MO;Mischa;Bertschi;BertschiMischa;09.09.2019;100;;-99
Switzerland;SUIPA Competition;MO;Mischa;Bertschi;BertschiMischa;09.09.2019;0;;-100
Switzerland;SUIPA Competition;MO;Reto;Bertschi;BertschiReto;10.09.2018;99;99;
Switzerland;SUIPA Competition;MO;Reto;Bertschi;BertschiReto;09.09.2019;0;;-99
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;23.04.2018;100;100;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;28.05.2018;200;100;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;25.06.2018;250;50;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;20.08.2018;400;150;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;17.09.2018;550;150;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;10.12.2018;650;100;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;18.03.2019;700;50;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;15.04.2019;760;60;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;22.04.2019;660;;-100
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;27.05.2019;560;;-100
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;24.06.2019;510;;-50
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;01.07.2019;560;50;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;19.08.2019;410;;-150
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;26.08.2019;435;25;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;02.09.2019;470;35;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;16.09.2019;570;100;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;16.09.2019;420;;-150
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;07.10.2019;470;50;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;28.10.2019;520;50;
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;09.12.2019;420;;-100
Switzerland;SUIPA Competition;MO;Stefan;Bigler;BiglerStefan;03.02.2020;520;100;
Switzerland;SUIPA Competition;MO;Fabien;Blanc;BlancFabien;11.03.2019;35;35;
Switzerland;SUIPA Competition;MO;Fabien;Blanc;BlancFabien;07.10.2019;70;35;
Switzerland;SUIPA Competition;MO;Fabien;Blanc;BlancFabien;28.10.2019;170;100;
Switzerland;SUIPA Competition;MO;Yohan;Blanchard;BlanchardYohan;31.12.2018;0;0;
Switzerland;SUIPA Competition;MO;Yvan;Blanchard;BlanchardYvan;31.12.2018;0;0;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;26.03.2018;150;150;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;23.04.2018;300;150;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;30.04.2018;450;150;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;07.05.2018;700;250;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;28.05.2018;850;150;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;20.08.2018;900;50;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;03.09.2018;1000;100;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;17.09.2018;1150;150;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;15.10.2018;1325;175;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;26.11.2018;1325;0;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;10.12.2018;1425;100;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;18.03.2019;1575;150;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;25.03.2019;1425;;-150
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;22.04.2019;1275;;-150
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;29.04.2019;1125;;-150
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;06.05.2019;875;;-250
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;27.05.2019;725;;-150
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;24.06.2019;800;75;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;01.07.2019;900;100;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;15.07.2019;1150;250;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;05.08.2019;1250;100;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;19.08.2019;1200;;-50
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;02.09.2019;1450;250;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;02.09.2019;1350;;-100
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;16.09.2019;1600;250;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;16.09.2019;1450;;-150
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;07.10.2019;1550;100;
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;14.10.2019;1375;;-175
Switzerland;SUIPA Competition;MO;José Manuel;Blánquez Montoya;Blánquez MontoyaJosé Manuel;28.10.2019;1525;150;
