Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;PoolB;Gold;4;Christesen;Malte;Bettink;Anton;Bott;Frederick;Schaafstall;Benjamin;2;6;7;7;6;6;3;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;PoolB;Gold;4;Bosselmann;Lars;Wiessner;Christian;Christesen;Malte;Bettink;Anton;2;6;1;3;6;7;6;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;PoolB;Gold;4;Bott;Frederick;Schaafstall;Benjamin;González Teruel;Roberto;Meléndez Núñez;Gabriel;2;6;0;6;0;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;PoolC;Gold;3;González Serrano;Francisco;Ahrens;Jasper;Holzmüller;André;Wrage;Christian;2;4;6;6;1;6;3;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;PoolC;Gold;3;Holzmüller;André;Wrage;Christian;Sánchez;Diego;von Ass;Markus;2;6;1;6;4;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;PoolC;Gold;3;González Serrano;Francisco;Ahrens;Jasper;Sánchez;Diego;von Ass;Markus;2;6;0;6;1;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;KO4;Gold;2;Gutiérrez Soria;Ignacio;Deters;Jannik;Bye;Bye;Bye;Bye;2;6;0;6;0;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;KO4;Gold;2;González Serrano;Francisco;Ahrens;Jasper;Christesen;Malte;Bettink;Anton;2;2;6;2;6;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;KO4;Gold;2;Korff;Niklas;Paul;Winfried;Holzmüller;André;Wrage;Christian;2;2;6;2;6;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;KO4;Gold;2;Bye;Bye;Bye;Bye;Bosselmann;Lars;Wiessner;Christian;2;0;6;0;6;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;KO2;Gold;2;Gutiérrez Soria;Ignacio;Deters;Jannik;Christesen;Malte;Bettink;Anton;2;6;4;3;6;1;6;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;KO2;Gold;2;Holzmüller;André;Wrage;Christian;Bosselmann;Lars;Wiessner;Christian;2;1;6;1;6;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;POS3;Gold;2;Holzmüller;André;Wrage;Christian;Gutiérrez Soria;Ignacio;Deters;Jannik;2;1;6;1;6;;;;
Hamburger Open 2017;GPS-1000;MO;18/06/2017;;;KO1;Gold;2;Christesen;Malte;Bettink;Anton;Bosselmann;Lars;Wiessner;Christian;2;4;6;1;6;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolA;Gold;3;Vogt;Christofer;Zang;Timo;Pamias Prohias;Maurici;Navarro Gallardo;Moisés;2;9;0;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolA;Gold;3;Izcue Elizalde;Javier;Gutiérrez Soria;Ignacio;Vogt;Christofer;Zang;Timo;2;6;9;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolA;Gold;3;Izcue Elizalde;Javier;Gutiérrez Soria;Ignacio;Pamias Prohias;Maurici;Navarro Gallardo;Moisés;2;9;2;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolB;Gold;3;Ladrón de Guevara López-Sáez;Álvaro;Valiente;Ariel;Garmendia;Ion;Portas;Jaime;2;9;4;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolB;Gold;3;Alonso;Álvaro;Villar;Jacobo;Garmendia;Ion;Portas;Jaime;2;8;9;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolB;Gold;3;Ladrón de Guevara López-Sáez;Álvaro;Valiente;Ariel;Alonso;Álvaro;Villar;Jacobo;2;9;2;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolC;Gold;3;Schlösser;Philipp;Mateu;Miguel;Albors;Jordi;Palou;Pere;2;9;0;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolC;Gold;3;Schlösser;Philipp;Mateu;Miguel;Garrido;Daniel;Fernández;Leonardo;2;9;1;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolC;Gold;3;Albors;Jordi;Palou;Pere;Garrido;Daniel;Fernández;Leonardo;2;9;4;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolD;Gold;3;San Frutos Posadas;Isaac;González Serrano;Francisco;Pérez;Pau;Pons;Albert;2;9;0;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolD;Gold;3;San Frutos Posadas;Isaac;González Serrano;Francisco;Cramer;Frank;Martínez Montiel;Jerónimo;2;9;3;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;PoolD;Gold;3;Cramer;Frank;Martínez Montiel;Jerónimo;Pérez;Pau;Pons;Albert;2;9;0;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;KO4;Gold;2;Vogt;Christofer;Zang;Timo;Garmendia;Ion;Portas;Jaime;2;9;0;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;KO4;Gold;2;Schlösser;Philipp;Mateu;Miguel;Cramer;Frank;Martínez Montiel;Jerónimo;2;9;2;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;KO4;Gold;2;Ladrón de Guevara López-Sáez;Álvaro;Valiente;Ariel;Izcue Elizalde;Javier;Gutiérrez Soria;Ignacio;2;3;9;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;KO4;Gold;2;San Frutos Posadas;Isaac;González Serrano;Francisco;Albors;Jordi;Palou;Pere;1;9;0;;;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;KO2;Gold;2;Vogt;Christofer;Zang;Timo;Schlösser;Philipp;Mateu;Miguel;2;3;6;4;6;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;KO2;Gold;2;Izcue Elizalde;Javier;Gutiérrez Soria;Ignacio;San Frutos Posadas;Isaac;González Serrano;Francisco;2;6;1;6;2;;;;
IV Münchener Frühlingsturnier 2017 - Herren;GPS-500;MO;25/06/2017;;;KO1;Gold;2;Schlösser;Philipp;Mateu;Miguel;Izcue Elizalde;Javier;Gutiérrez Soria;Ignacio;2;6;4;6;3;;;;
IV Münchener Frühlingsturnier 2017 - Damen;GPS-WOMEN;WO;25/06/2017;;;PoolA;Gold;3;Horcajada;Laura;Ferrés Rubau;Patricia;Estañol;Inmaculada;Ramos;Cruz;2;9;0;;;;;;
IV Münchener Frühlingsturnier 2017 - Damen;GPS-WOMEN;WO;25/06/2017;;;PoolA;Gold;3;Horcajada;Laura;Ferrés Rubau;Patricia;Álvarez;Marta;Librero Estébanez;María Isabel;2;7;9;;;;;;
IV Münchener Frühlingsturnier 2017 - Damen;GPS-WOMEN;WO;25/06/2017;;;PoolA;Gold;3;Álvarez;Marta;Librero Estébanez;María Isabel;Estañol;Inmaculada;Ramos;Cruz;2;9;0;;;;;;
IV Münchener Frühlingsturnier 2017 - Damen;GPS-WOMEN;WO;25/06/2017;;;PoolB;Gold;2;Pastor Olivares;Ana;Millán Gutiérrez;Lidia;Bauditz;Franziska;Vermee;Dirka;2;9;2;;;;;;
IV Münchener Frühlingsturnier 2017 - Damen;GPS-WOMEN;WO;25/06/2017;;;KO2;Gold;2;Álvarez;Marta;Librero Estébanez;María Isabel;Bauditz;Franziska;Vermee;Dirka;2;9;2;;;;;;
IV Münchener Frühlingsturnier 2017 - Damen;GPS-WOMEN;WO;25/06/2017;;;KO2;Gold;2;Pastor Olivares;Ana;Millán Gutiérrez;Lidia;Horcajada;Laura;Ferrés Rubau;Patricia;2;9;4;;;;;;
IV Münchener Frühlingsturnier 2017 - Damen;GPS-WOMEN;WO;25/06/2017;;;KO1;Gold;2;Álvarez;Marta;Librero Estébanez;María Isabel;Pastor Olivares;Ana;Millán Gutiérrez;Lidia;2;5;7;4;6;;;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolA;Gold;3;Herbert;Justus;Bosselmann;Lars;Gerbig;Kieron;El Yahioui;Mimoun;2;6;4;6;2;;;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolA;Gold;3;Herbert;Justus;Bosselmann;Lars;Wasowicz;Bartholomäus;Jahn;Eike;2;6;2;6;3;;;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolA;Gold;3;Gerbig;Kieron;El Yahioui;Mimoun;Wasowicz;Bartholomäus;Jahn;Eike;2;7;5;6;3;;;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolB;Gold;3;Langerbein;Caroline;Panske;Claudius;Kraßmann;Jan;Cavero Pintado;David;2;6;3;6;3;;;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolB;Gold;3;Langerbein;Caroline;Panske;Claudius;Georgina;;Schäfer;Lukas;2;7;5;5;7;10;8;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolB;Gold;3;Kraßmann;Jan;Cavero Pintado;David;Georgina;;Schäfer;Lukas;2;4;6;3;6;;;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolC;Gold;3;Ernsting;David;Gil Fugado;Ángel;Kucharski;Mario;Wietoska;Mattias;2;4;6;6;7;;;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolC;Gold;3;Mordhorst;Andre;Steinebach;David;Kucharski;Mario;Wietoska;Mattias;2;6;2;6;4;;;;
Essener Open 2017;GPS-500;MO;01/07/2017;;;PoolC;Gold;3;Mordhorst;Andre;Steinebach;David;Ernsting;David;Gil Fugado;Ángel;2;6;2;6;2;;;;
