NETHERLANDS;M. Point Life Style Center;Spijkenisse;Zuid-Holland;3205;;;Gaddijk 43;0;1
NETHERLANDS;Tennis & Sportcentrum de Nieuwe Brug;Vijfhuizen;Noord-Holland;2141;;;Vijfhuizerdijk 204;0;1
NETHERLANDS;T.E.Z. Tennisvereniging Enschede-Zuid;Enschede;Overijssel;7544;;;Geessinkweg 154;0;3
