"Jamón Jamón Padel League ""A""";TH-A;O;03.11.2019;;;PoolA;Gold;4;Pablo;;Jim;;Santos;Fernando;Corona Suárez;Carlos;2;4;6;7;5;6;3
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Ferraz;Borja;Linda;;Keiton;;Ishiguro;Sada;2;4;6;1;6;7;6
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Rene;;Fredik;;Gabriel;;Sergi;;2;6;4;6;1;6;1
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Plu;;Prem;;Jason;;Herrman;Niklas;2;2;6;1;6;1;6
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Ferraz;Borja;Linda;;Gabriel;;Sergi;;2;6;1;6;0;6;0
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Plu;;Prem;;Rene;;Fredik;;2;0;6;0;6;0;6
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Jason;;Herrman;Niklas;Keiton;;Ishiguro;Sada;2;0;6;1;6;2;6
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Ferraz;Borja;Linda;;Plu;;Prem;;2;6;1;6;2;6;1
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Keiton;;Ishiguro;Sada;Gabriel;;Sergi;;2;6;0;6;0;6;0
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Gabriel;;Sergi;;Plu;;Prem;;2;0;6;0;6;0;6
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Rene;;Fredik;;Keiton;;Ishiguro;Sada;2;3;6;1;6;6;7
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Jason;;Herrman;Niklas;Ferraz;Borja;Linda;;2;0;6;0;6;1;6
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Keiton;;Ishiguro;Sada;Plu;;Prem;;2;6;2;6;0;6;1
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Gabriel;;Sergi;;Jason;;Herrman;Niklas;2;6;1;6;3;6;2
"Arroz Padel League ""B""";TH-B;O;03.11.2019;;;PoolA;Gold;6;Rene;;Fredik;;Ferraz;Borja;Linda;;2;5;7;0;6;0;4
